"half","country_name","Year","Total_imp","Pref_Trade","Eligible_Trade","Total_volume","Pref_Volume","Eligible_Volume","uk_trade_agreement","uk_agreement_name","uk_dcts_tier","uk_dcts"
"2022 H1","Afghanistan",2022,1077646,855244,904323,445706,391544,413033,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Albania",2022,1278366,599126,671768,1122772,428833,460869,TRUE,"UK-Albania Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H1","Algeria",2022,2652385,0,1146791,8984602,0,678758,FALSE,NA,"Enhanced",TRUE
"2022 H1","Andorra",2022,51425,0,0,39292,0,0,FALSE,NA,NA,FALSE
"2022 H1","Angola",2022,11313,0,11313,457,0,457,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Anguilla",2022,9820,0,0,2780,0,0,FALSE,NA,NA,FALSE
"2022 H1","Antigua & Barbuda",2022,56545,0,55145,10465,0,9465,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Argentina",2022,392735357,0,0,764923528,0,0,FALSE,NA,NA,FALSE
"2022 H1","Armenia",2022,115018,0,0,12535,0,0,FALSE,NA,NA,FALSE
"2022 H1","Australia",2022,316699677,0,0,247770482,0,0,TRUE,"UK-Australia Free Trade Agreement; CPTPP",NA,FALSE
"2022 H1","Azerbaijan",2022,73693,0,0,17650,0,0,FALSE,NA,NA,FALSE
"2022 H1","Bahamas",2022,1625473,1583706,1589814,44030,31917,31940,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Bahrain",2022,84077,0,0,13716,0,0,FALSE,NA,NA,FALSE
"2022 H1","Bangladesh",2022,46497637,42926740,43115712,11524185,10461363,10504374,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Barbados",2022,1554746,780927,811217,490448,389673,391266,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Belarus",2022,1992344,0,0,9049495,0,0,FALSE,NA,NA,FALSE
"2022 H1","Belize",2022,25401076,22272122,24832829,38475533,35873955,38383167,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Benin",2022,645825,0,1531,259068,0,31000,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Bermuda",2022,228812,0,211492,31141,0,23095,FALSE,NA,NA,FALSE
"2022 H1","Bolivia",2022,9260858,212242,341311,1635473,69747,120311,FALSE,NA,"Enhanced",TRUE
"2022 H1","Bosnia & Herzegovina",2022,864758,0,0,567137,0,0,FALSE,NA,NA,FALSE
"2022 H1","Botswana",2022,287778,287778,287778,85038,85038,85038,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Brazil",2022,710741093,0,0,910220632,0,0,FALSE,NA,NA,FALSE
"2022 H1","British Virgin Islands",2022,297289,2533,2533,20083,326,326,FALSE,NA,NA,FALSE
"2022 H1","Burkina Faso",2022,2405572,84344,142926,540801,17271,40717,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Burundi",2022,412294,0,0,93544,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Cambodia",2022,6569448,6244477,6475396,8378902,8066577,8357764,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Cameroon",2022,19196227,18869334,18918463,27281492,27001561,27064594,TRUE,"UK-Cameroon Economic Partnership Agreement",NA,FALSE
"2022 H1","Canada",2022,329649861,74815503,86355690,601580000,15861605,18154291,TRUE,"UK-Canada Trade Continuity Agreement; CPTPP",NA,FALSE
"2022 H1","Cayman Islands",2022,188468,181857,186186,112388,111648,111988,FALSE,NA,NA,FALSE
"2022 H1","Chad",2022,511620,0,0,552000,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Chile",2022,263809184,229709368,247872876,132719539,116317440,122273569,TRUE,"UK-Chile Association Agreement; CPTPP",NA,FALSE
"2022 H1","China",2022,656662248,0,0,248643317,0,0,FALSE,NA,NA,FALSE
"2022 H1","Colombia",2022,184534533,126276289,134681917,167764766,154285188,156340698,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2022 H1","Comoros",2022,92300,72968,92300,14031,11000,14031,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Congo - Brazzaville",2022,4319,0,0,778,0,0,FALSE,NA,"Enhanced",TRUE
"2022 H1","Congo - Kinshasa",2022,107045,1883,1883,17599,778,778,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Cook Islands",2022,13317,0,0,6336,0,0,FALSE,NA,"Enhanced",TRUE
"2022 H1","Costa Rica",2022,125369806,108149620,118489261,221787190,199967675,213120644,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H1","Cuba",2022,4734265,0,0,653479,0,0,FALSE,NA,NA,FALSE
"2022 H1","Curaçao",2022,1891,0,0,1032,0,0,FALSE,NA,NA,FALSE
"2022 H1","Côte d’Ivoire",2022,181045532,55803397,56739344,92416347,30702124,31036162,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
"2022 H1","Djibouti",2022,849513,0,0,352712,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Dominica",2022,369447,30140,32802,360852,7829,8050,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Dominican Republic",2022,38001669,30192429,31569930,44710498,39759453,40462740,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Ecuador",2022,108074961,96215596,107091322,62893954,59604679,62723116,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2022 H1","Egypt",2022,141395306,123132682,128682535,150869088,120884823,123653765,TRUE,"UK-Egypt Association Agreement",NA,FALSE
"2022 H1","El Salvador",2022,5527619,3050523,3057378,8509087,8047732,8049352,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H1","Eritrea",2022,73101,0,0,62519,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Eswatini",2022,4264663,4019224,4091169,6473529,6173040,6211423,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Ethiopia",2022,20649552,7244463,11630001,6102435,1960177,2632578,FALSE,NA,"Comprehensive",TRUE
"2022 H1","European Union",2022,18374980491,15580983596,15940860653,11119870454,8482715091,8624982766,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
"2022 H1","Falkland Islands",2022,1568613,1345171,1410277,418021,359170,372782,FALSE,NA,NA,FALSE
"2022 H1","Faroe Islands",2022,166267140,135463823,162596813,36464039,18385662,33879618,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
"2022 H1","Fiji",2022,1591766,26090,33739,4138095,7789,8551,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2022 H1","French Polynesia",2022,18911,0,0,226,0,0,FALSE,NA,NA,FALSE
"2022 H1","Gabon",2022,7118,0,0,10500,0,0,FALSE,NA,NA,FALSE
"2022 H1","Gambia",2022,1409707,1066244,1070161,1035040,442906,443826,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Georgia",2022,918124,0,656987,501025,0,230896,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
"2022 H1","Ghana",2022,68562266,40681643,41270654,35780662,25540172,25978957,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
"2022 H1","Gibraltar",2022,5685,0,0,500,0,0,FALSE,NA,NA,FALSE
"2022 H1","Greenland",2022,39797948,0,0,5756386,0,0,FALSE,NA,NA,FALSE
"2022 H1","Grenada",2022,32213,2565,2565,4320,817,817,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Guam",2022,474333,0,0,301440,0,0,FALSE,NA,NA,FALSE
"2022 H1","Guatemala",2022,48628327,31222389,32641030,47994408,43861549,45090553,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H1","Guinea",2022,218801,42930,42930,172570,42337,42337,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Guinea-Bissau",2022,5626,0,0,2211,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Guyana",2022,11199841,10656437,10872996,21551099,21335047,21469105,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Haiti",2022,3354,0,3354,122,0,122,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Honduras",2022,73385135,44292971,45795526,51606991,32204840,33084416,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H1","Hong Kong SAR China",2022,17469707,0,0,6008203,0,0,FALSE,NA,NA,FALSE
"2022 H1","Iceland",2022,202822924,135253053,136789170,61983848,21121278,21386015,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2022 H1","India",2022,400499099,146290550,160801677,355912684,59492043,66573844,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
"2022 H1","Indonesia",2022,161055840,35628660,44480227,217879805,11472683,13525155,FALSE,NA,"Standard",TRUE
"2022 H1","Iran",2022,9185081,0,0,3959240,0,0,FALSE,NA,NA,FALSE
"2022 H1","Iraq",2022,277994,0,0,391715,0,0,FALSE,NA,NA,FALSE
"2022 H1","Israel",2022,92218190,74033487,79266402,54580532,48844630,50383225,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
"2022 H1","Jamaica",2022,25955143,10091391,17683399,10129499,5978074,7950148,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Japan",2022,47784033,23104689,31959906,8686731,5401701,7314951,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
"2022 H1","Jordan",2022,5075709,4570142,4705409,1774347,1330625,1382357,TRUE,"UK-Jordan Association Agreement",NA,FALSE
"2022 H1","Kazakhstan",2022,6691968,0,0,9381465,0,0,FALSE,NA,NA,FALSE
"2022 H1","Kenya",2022,204399517,127877265,138614338,65439607,31492047,34086688,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
"2022 H1","Kosovo",2022,1570616,824998,909873,1174181,667863,684065,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H1","Kuwait",2022,83304,0,0,51114,0,0,FALSE,NA,NA,FALSE
"2022 H1","Kyrgyzstan",2022,92738,0,40054,43907,0,6936,FALSE,NA,"Enhanced",TRUE
"2022 H1","Laos",2022,183104,171763,183104,192350,181500,192350,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Lebanon",2022,5979370,3192374,3298464,2411120,1373440,1421914,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
"2022 H1","Lesotho",2022,140395,78041,136667,183355,174000,182755,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2022 H1","Liberia",2022,10784,0,0,11500,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Libya",2022,13506,0,0,35400,0,0,FALSE,NA,NA,FALSE
"2022 H1","Liechtenstein",2022,2208325,0,1057,1078894,0,230,TRUE,"UK-Iceland-Liechtenstein-Norway FTA; UK-Switzerland-Liechtenstein Trade Agreement",NA,FALSE
"2022 H1","Macao SAR China",2022,49011,0,0,35637,0,0,FALSE,NA,NA,FALSE
"2022 H1","Madagascar",2022,6985980,3082065,5052986,1184157,305818,340523,TRUE,"ESA-UK Economic Partnership Agreement","Comprehensive",TRUE
"2022 H1","Malawi",2022,13977300,3574629,3726756,16108019,9537329,9553605,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Malaysia",2022,149064927,0,0,114272141,0,0,TRUE,"CPTPP",NA,FALSE
"2022 H1","Maldives",2022,5427248,0,0,1579462,0,0,FALSE,NA,NA,FALSE
"2022 H1","Mali",2022,1209583,17683,49269,1558100,18585,43185,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Marshall Islands",2022,135044,0,0,44825,0,0,FALSE,NA,NA,FALSE
"2022 H1","Mauritania",2022,403303,76552,329161,414273,69488,342273,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Mauritius",2022,41195322,37409192,37473491,20388939,20334742,20361532,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Mexico",2022,88527576,36808604,42124719,24645371,11934009,13804809,TRUE,"UK-Mexico Trade Continuity Agreement; CPTPP",NA,FALSE
"2022 H1","Micronesia (Federated States of)",2022,10053,10053,10053,1842,1842,1842,FALSE,NA,NA,FALSE
"2022 H1","Moldova",2022,7815905,3338364,3617833,10068504,2788233,3024547,TRUE,"UK-Moldova Strategic Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H1","Mongolia",2022,2079,0,899,185,0,180,FALSE,NA,"Enhanced",TRUE
"2022 H1","Montenegro",2022,69271,0,0,21795,0,0,FALSE,NA,NA,FALSE
"2022 H1","Morocco",2022,334261995,302696658,324672518,208610701,191023613,204082438,TRUE,"UK-Morocco Association Agreement",NA,FALSE
"2022 H1","Mozambique",2022,8945686,3342846,3362217,19447638,5353751,5359722,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2022 H1","Myanmar (Burma)",2022,26962828,23005133,24842476,49483606,42231903,47586346,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Nauru",2022,7857,0,0,993,0,0,FALSE,NA,NA,FALSE
"2022 H1","Nepal",2022,827624,589374,599167,463883,385285,390801,FALSE,NA,"Comprehensive",TRUE
"2022 H1","New Caledonia",2022,31611,0,0,1710,0,0,FALSE,NA,NA,FALSE
"2022 H1","New Zealand",2022,313203986,0,0,69984379,0,0,TRUE,"UK-New Zealand Free Trade Agreement; CPTPP",NA,FALSE
"2022 H1","Nicaragua",2022,30889894,17333919,17569767,43088065,25564327,25673382,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H1","Niger",2022,223782,10534,183968,99871,3707,94471,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Nigeria",2022,6054771,2273105,2444456,7505334,3967828,4092430,FALSE,NA,"Enhanced",TRUE
"2022 H1","North Macedonia",2022,4806959,3576343,3858008,1862330,1583645,1687331,TRUE,"UK-North Macedonia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H1","Norway",2022,399808295,137064513,141226188,86254847,30647715,32771116,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2022 H1","Oman",2022,811568,0,0,253547,0,0,FALSE,NA,NA,FALSE
"2022 H1","PEM",2022,20474735926,17037975935,17501468904,12485864039,9173728195,9368168070,FALSE,NA,NA,FALSE
"2022 H1","Pakistan",2022,93609867,26540331,27951721,126338877,24125975,25451830,FALSE,NA,"Enhanced",TRUE
"2022 H1","Palestine",2022,2950258,2917297,2930923,591087,586056,587555,TRUE,"UK-Palestinian Authority Political, Trade and Partnership Agreement",NA,FALSE
"2022 H1","Panama",2022,23285308,12840103,15429270,41503959,22789644,27453386,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H1","Papua New Guinea",2022,66016179,63631310,65124983,55437595,53956194,54825385,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2022 H1","Paraguay",2022,53542043,0,0,115738052,0,0,FALSE,NA,NA,FALSE
"2022 H1","Peru",2022,156840521,97828188,111418234,81612366,50016288,55410834,TRUE,"UK-Andean Countries Trade Agreement; CPTPP",NA,FALSE
"2022 H1","Philippines",2022,59226150,37179538,45836228,26430455,17706848,22446096,FALSE,NA,"Enhanced",TRUE
"2022 H1","Pitcairn Islands",2022,6228,0,0,360,0,0,FALSE,NA,NA,FALSE
"2022 H1","Qatar",2022,132175,0,0,17281,0,0,FALSE,NA,NA,FALSE
"2022 H1","Russia",2022,115796419,0,0,153909596,0,0,FALSE,NA,NA,FALSE
"2022 H1","Rwanda",2022,11048049,1501528,1666571,3852426,546647,583068,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Samoa",2022,9839,0,9839,981,0,981,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2022 H1","San Marino",2022,72011,0,72011,5364,0,5364,FALSE,NA,NA,FALSE
"2022 H1","Saudi Arabia",2022,4730594,0,0,2832342,0,0,FALSE,NA,NA,FALSE
"2022 H1","Senegal",2022,33172659,31976668,32977916,31516642,30781001,31283524,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Serbia",2022,36109173,25681501,28916357,34230194,10741311,12076582,TRUE,"UK-Serbia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H1","Seychelles",2022,21389356,17157931,19174398,5248352,4525459,4940011,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Sierra Leone",2022,213846,118078,126929,238617,187336,191336,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Singapore",2022,17605063,11845932,13554402,6331646,5038435,5526635,TRUE,"UK-Singapore Free Trade Agreement; UK-Singapore Digital Economy Agreement; CPTPP",NA,FALSE
"2022 H1","Sint Maarten",2022,239273,0,0,50160,0,0,FALSE,NA,NA,FALSE
"2022 H1","Solomon Islands",2022,6051476,5637764,6018679,5983265,5718405,5971927,TRUE,"UK-Pacific Economic Partnership Agreement","Comprehensive",TRUE
"2022 H1","Somalia",2022,532727,0,7286,223064,0,14720,FALSE,NA,"Comprehensive",TRUE
"2022 H1","South Africa",2022,410228235,325053581,348531962,266985012,194856332,212707712,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","South Korea",2022,52341339,35310539,45156971,12583240,8231288,11470249,TRUE,"UK-South Korea Trade Agreement (updated Dec 2025)",NA,FALSE
"2022 H1","South Sudan",2022,31651,0,17535,1718,0,1175,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Sri Lanka",2022,37666636,23257950,24294861,14908824,9169638,9460465,FALSE,NA,"Enhanced",TRUE
"2022 H1","St. Barthélemy",2022,5796,0,0,1470,0,0,FALSE,NA,NA,FALSE
"2022 H1","St. Kitts & Nevis",2022,28075,0,28075,3669,0,3669,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","St. Lucia",2022,678177,355033,355033,365604,304752,304752,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","St. Vincent & Grenadines",2022,90284,89049,89049,69988,69938,69938,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Sudan",2022,6509796,139400,169628,3631841,41835,53884,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Suriname",2022,657397,487358,524350,378820,330361,335596,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Switzerland",2022,219388432,194827454,201959535,60074197,55575390,56301436,TRUE,"UK-Switzerland Trade Agreement",NA,FALSE
"2022 H1","Syria",2022,192162,121696,144412,232412,189531,202462,FALSE,NA,"Enhanced",TRUE
"2022 H1","Taiwan",2022,21715236,0,0,7716793,0,0,FALSE,NA,NA,FALSE
"2022 H1","Tanzania",2022,11036320,2792008,3328962,5081305,1068195,1213675,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Thailand",2022,461919192,0,0,178228909,0,0,FALSE,NA,NA,FALSE
"2022 H1","Timor-Leste",2022,98422,0,1690,19536,0,336,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Togo",2022,214836,80157,167526,121749,3105,75523,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Tonga",2022,3827,0,0,1115,0,0,FALSE,NA,NA,FALSE
"2022 H1","Trinidad & Tobago",2022,1453401,357555,376784,286463,164067,164571,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H1","Tunisia",2022,7314704,3011371,6206102,3212703,1591762,2621603,TRUE,"UK-Tunisia Association Agreement",NA,FALSE
"2022 H1","Turkey",2022,336723013,273665934,289520233,251549592,139686249,146923205,TRUE,"UK-Turkey Trade Agreement",NA,FALSE
"2022 H1","Turkmenistan",2022,31545,0,0,8798,0,0,FALSE,NA,NA,FALSE
"2022 H1","Turks & Caicos Islands",2022,72224,72224,72224,13994,13994,13994,FALSE,NA,NA,FALSE
"2022 H1","U.S. Virgin Islands",2022,4880,0,0,600,0,0,FALSE,NA,NA,FALSE
"2022 H1","Uganda",2022,8908007,4609730,5065018,4555383,2686697,2798750,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Ukraine",2022,163173228,58703024,67747230,422003832,54303756,60821899,TRUE,"UK-Ukraine Political, Free Trade and Strategic Partnership Agreement; UK-Ukraine Digital Trade Agreement",NA,FALSE
"2022 H1","United Arab Emirates",2022,13678991,0,0,8416437,0,0,FALSE,NA,NA,FALSE
"2022 H1","United Kingdom",2022,70424017,0,0,24914496,0,0,FALSE,NA,NA,FALSE
"2022 H1","United States",2022,836334715,0,0,745232415,0,0,TRUE,"UK-US Economic Prosperity Deal (partial)",NA,FALSE
"2022 H1","United States Minor Outlying Islands",2022,1442,0,0,200,0,0,FALSE,NA,NA,FALSE
"2022 H1","Unknown",2022,13190331,12667846,13048343,6359511,6152870,6298310,FALSE,NA,NA,FALSE
"2022 H1","Uruguay",2022,153172880,0,0,220239647,0,0,FALSE,NA,NA,FALSE
"2022 H1","Uzbekistan",2022,1202388,62309,491867,507303,28863,98532,FALSE,NA,"Enhanced",TRUE
"2022 H1","Vatican City",2022,1544,0,0,756,0,0,FALSE,NA,NA,FALSE
"2022 H1","Venezuela",2022,817207,0,0,180244,0,0,FALSE,NA,NA,FALSE
"2022 H1","Vietnam",2022,308302616,161544037,177475733,94667316,37056982,41081262,TRUE,"UK-Vietnam Free Trade Agreement; CPTPP",NA,FALSE
"2022 H1","Yemen",2022,154621,56239,65252,73910,38628,54733,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Zambia",2022,1121317,678326,734932,257835,141370,154787,FALSE,NA,"Comprehensive",TRUE
"2022 H1","Zimbabwe",2022,3825863,1788076,2555269,2263769,1195721,1472439,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Afghanistan",2022,458511,327920,362666,170914,135873,155630,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Albania",2022,1937612,1091300,1202529,2002900,742539,840942,TRUE,"UK-Albania Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H2","Algeria",2022,1605448,19791,705499,3050228,40969,250226,FALSE,NA,"Enhanced",TRUE
"2022 H2","Andorra",2022,3671,0,0,24,0,0,FALSE,NA,NA,FALSE
"2022 H2","Angola",2022,77771,0,77771,3108,0,3108,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Antigua & Barbuda",2022,458284,0,442668,162313,0,157038,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Argentina",2022,415215950,0,0,845722560,0,0,FALSE,NA,NA,FALSE
"2022 H2","Armenia",2022,664449,0,0,447903,0,0,FALSE,NA,NA,FALSE
"2022 H2","Australia",2022,215621207,0,0,143978141,0,0,TRUE,"UK-Australia Free Trade Agreement; CPTPP",NA,FALSE
"2022 H2","Azerbaijan",2022,41393,0,0,18793,0,0,FALSE,NA,NA,FALSE
"2022 H2","Bahamas",2022,59436,28503,48215,4024,2431,2867,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Bahrain",2022,21496,0,0,20566,0,0,FALSE,NA,NA,FALSE
"2022 H2","Bangladesh",2022,31584430,27243240,27616513,9615826,8456000,8500862,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Barbados",2022,2724145,2153784,2265206,1290332,1174541,1189555,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Belarus",2022,10035,0,0,2582,0,0,FALSE,NA,NA,FALSE
"2022 H2","Belize",2022,23306917,23209782,23301213,33680153,33630615,33678604,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Benin",2022,658566,121000,122615,277894,88000,88182,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Bermuda",2022,614944,528065,564233,68491,58371,62199,FALSE,NA,NA,FALSE
"2022 H2","Bolivia",2022,12096029,101046,108980,1882497,55818,57434,FALSE,NA,"Enhanced",TRUE
"2022 H2","Bosnia & Herzegovina",2022,1195731,0,0,1034452,0,0,FALSE,NA,NA,FALSE
"2022 H2","Botswana",2022,508711,494853,494853,129965,128733,128733,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Brazil",2022,817962641,0,0,1016384505,0,0,FALSE,NA,NA,FALSE
"2022 H2","British Indian Ocean Territory",2022,32277,32277,32277,6834,6834,6834,FALSE,NA,NA,FALSE
"2022 H2","British Virgin Islands",2022,502096,0,0,42607,0,0,FALSE,NA,NA,FALSE
"2022 H2","Brunei",2022,1753,0,0,5,0,0,FALSE,NA,NA,FALSE
"2022 H2","Burkina Faso",2022,2523364,71756,130999,363714,16420,28831,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Burundi",2022,581939,0,0,118658,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Cambodia",2022,7438984,7260063,7413408,9558976,9381448,9543136,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Cameroon",2022,20398340,20130248,20147484,25726600,25569133,25593509,TRUE,"UK-Cameroon Economic Partnership Agreement",NA,FALSE
"2022 H2","Canada",2022,415480140,112441720,128429340,681024209,22186746,24997189,TRUE,"UK-Canada Trade Continuity Agreement; CPTPP",NA,FALSE
"2022 H2","Cayman Islands",2022,5086,0,5086,239,0,239,FALSE,NA,NA,FALSE
"2022 H2","Central African Republic",2022,3935,0,3935,889,0,889,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Chad",2022,471258,0,0,422222,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Chile",2022,199844303,156029739,172594742,99935692,79725959,85513320,TRUE,"UK-Chile Association Agreement; CPTPP",NA,FALSE
"2022 H2","China",2022,960196103,0,0,241973824,0,0,FALSE,NA,NA,FALSE
"2022 H2","Christmas Island",2022,16003,0,0,1996,0,0,FALSE,NA,NA,FALSE
"2022 H2","Cocos (Keeling) Islands",2022,6585,0,0,1756,0,0,FALSE,NA,NA,FALSE
"2022 H2","Colombia",2022,174500962,129493555,136571421,148667912,139645419,140870276,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2022 H2","Comoros",2022,5159,0,5159,6000,0,6000,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Congo - Brazzaville",2022,118774,0,0,26700,0,0,FALSE,NA,"Enhanced",TRUE
"2022 H2","Congo - Kinshasa",2022,268038,0,0,44705,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Costa Rica",2022,104748853,95530246,100882052,173762993,166353537,171974692,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H2","Cuba",2022,7419504,0,0,980610,0,0,FALSE,NA,NA,FALSE
"2022 H2","Côte d’Ivoire",2022,62314471,51041582,51203460,42097314,36757735,36828691,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
"2022 H2","Djibouti",2022,1613019,0,0,531654,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Dominica",2022,177983,3596,3596,165651,315,315,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Dominican Republic",2022,42310532,31159222,33703697,44022632,36102737,37516832,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Ecuador",2022,116194210,99315236,115276728,59213094,55163317,59010107,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2022 H2","Egypt",2022,118736226,93250511,97373185,107662333,68145881,70606091,TRUE,"UK-Egypt Association Agreement",NA,FALSE
"2022 H2","El Salvador",2022,3698413,758456,764394,1875901,1400550,1401086,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H2","Eritrea",2022,46310,2832,2832,37898,3120,3120,FALSE,NA,"Comprehensive",TRUE
